CityId,CountryId,StateId,Name,TimeZone,Latitude,Longitude
10269,55,NULL,Brac,+01:00,43.2858,16.6797
10272,33,NULL,Bandar Seri Begawan,+08:00,4.94417,114.928
10277,14,55,Burnie,+10:00,-40.9989,145.731
10279,56,NULL,Cayo Las Brujas,-05:00,22.6214,-79.1472
10290,113,NULL,Burundai,+06:00,43.3667,76.8333
10294,223,NULL,Bodrum,+02:00,37.1347,27.6672
10296,103,NULL,Bam,+03:30,29.0842,58.4497
10299,174,NULL,Butuan,+08:00,8.95139,125.478
10305,27,NULL,Yacuiba,-04:00,-21.9667,-63.7
10308,231,3,Blytheville,-06:00,35.9333,-89.9167
10312,56,NULL,Bayamo,-05:00,20.3964,-76.6214
10313,146,NULL,Bayankhongor,+08:00,46.1633,100.704
10314,31,114,Bonito,-04:00,-21.2294,-56.4561
10316,59,NULL,Laeso,+01:00,57.2772,11
10326,23,NULL,Belize City,-06:00,17.5333,-88.3
10327,176,NULL,Bydgoszcz,+01:00,53.0967,17.9778
10329,223,NULL,Balikesir,+02:00,39.6167,27.85
10330,182,NULL,Briansk,+04:00,53.2667,34.3333
10333,231,27,Bozeman,-07:00,45.7775,-111.153
10334,108,NULL,Bolzano/Bozen,+01:00,46.5308,11.3264
10336,74,NULL,Beziers,+01:00,43.3233,3.35333
10339,50,NULL,Brazzaville,+01:00,-4.25167,15.2531
10341,230,NULL,Brize Norton,+00:00,51.75,-1.58333
10343,7,NULL,Cabinda,+01:00,-5.58333,12.2
10344,31,90,Cascavel,-03:00,-25.0003,-53.5008
10346,231,41,Columbia,-05:00,33.95,-81.1167
10348,108,NULL,Cagliari,+01:00,39.2472,9.05611
10349,237,NULL,Ca Mau,+07:00,9.17694,105.178
10350,64,NULL,Cairo,+02:00,30.1219,31.4056
10352,231,36,Akron/Canton,-05:00,41.0667,-81.5167
10353,230,NULL,Campbeltown,+00:00,55.4372,-5.68639
10355,45,NULL,Guangzhou,+08:00,23.3925,113.299
10357,94,NULL,Cap Haitien,-05:00,19.7331,-72.1947
10360,149,NULL,Casablanca,+00:00,33.5833,-7.5
10366,75,NULL,Cayenne,-03:00,4.81972,-52.3606
10367,14,52,Cobar,+10:00,-31.5333,145.8
10369,27,NULL,Cochabamba,-04:00,-17.4211,-66.1772
10374,230,NULL,Cambridge,+00:00,52.205,0.175
10375,4,NULL,Bechar,+01:00,31.65,-2.25
10381,174,NULL,Cotabato,+08:00,7.16528,124.21
10383,161,NULL,Calabar,+01:00,4.97611,8.34722
10384,14,58,Canberra,+10:00,-35.3069,149.195
10386,7,NULL,Catumbela,+01:00,-12.4833,13.4833
10394,231,5,Upland,-08:00,34.0833,-117.633
10395,56,NULL,Cayo Coco,-05:00,22.4611,-78.3283
10396,74,NULL,Carcassonne,+01:00,43.2158,2.30861
10400,101,NULL,Kozhikode,+05:30,11.1369,75.9553
10401,47,NULL,Cocos Islands,+06:30,-12.1883,96.8339
10403,31,116,Criciuma,-03:00,-28.7258,-49.4247
10404,1,NULL,Chakcharan,+04:30,34.5333,65.2667
10406,44,NULL,Concepcion,-04:00,-36.7728,-73.0631
10409,236,NULL,Caracas,-04:30,10.6031,-66.9906
10411,101,NULL,Kolkata (Calcutta),+05:30,22.6547,88.4467
10412,235,NULL,Craig Cove,+11:00,-16.2667,167.917
10416,17,NULL,Chub Cay,-05:00,25.4172,-77.8808
10418,231,1,Cold Bay,-09:00,55.2061,-162.726
10419,231,45,Cedar City,-07:00,37.7008,-113.099
10432,231,30,Chadron,-07:00,42.8333,-103.083
10435,231,1,Cordova,-09:00,60.4833,-145.483
10436,231,32,Caldwell,-05:00,40.8667,-74.2833
10439,174,NULL,Cebu,+08:00,10.3075,123.979
10440,231,5,Crescent City,-08:00,41.7803,-124.237
10441,14,54,Ceduna,+09:30,-32.1306,133.71
10442,182,NULL,Cherepovets,+04:00,59.2919,38.0186
10445,216,NULL,Chiang Rai,+07:00,19.9522,99.8831
10447,182,NULL,Chelyabinsk,+06:00,55.3058,61.5033
10449,231,1,Central,-09:00,65.5667,-144.783
10450,142,NULL,Ciudad Obregon,-07:00,27.3928,-109.833
10453,74,NULL,Cannes,+01:00,43.55,7.01667
10462,231,6,Cortez,-07:00,37.3167,-108.633
10463,231,1,Coffee Point,-09:00,58.2306,-157.5
10464,31,91,Cabo Frio,-03:00,-22.925,-42.0786
10465,31,116,Cacador,-03:00,-26.7906,-50.9414
10467,74,NULL,Clermont-Ferrand,+01:00,45.7858,3.1625
10472,4,NULL,Chlef,+01:00,36.2128,1.33167
10473,105,NULL,Donegal,+00:00,55.0442,-8.34111
10477,74,NULL,Caen,+01:00,49.1733,-0.45
10478,14,52,Coffs Harbour (Coffs Coast),+10:00,-30.3206,153.116
10480,84,NULL,Kerkyra,+02:00,39.6019,19.9117
10482,231,1,Craig,-09:00,55.4833,-133.15
10483,31,113,Cuiaba,-04:00,-15.6531,-56.1167
10485,45,NULL,Changde,+08:00,28.9197,111.54
10488,231,25,Cape Girardeau,-06:00,37.2253,-89.5708
10491,81,NULL,Cologne/Bonn,+01:00,50.8667,7.15
10492,45,NULL,Zhengzhou,+08:00,34.5194,113.841
10493,19,NULL,Chittagong,+06:00,22.2497,91.8133
10494,45,NULL,Changchun,+08:00,43.9961,125.685
10495,31,114,Campo Grande,-04:00,-20.4686,-54.6725
10500,174,NULL,Cagayan de Oro,+08:00,8.41556,124.611
10502,231,43,Chattanooga,-05:00,35.0333,-85.2
10504,158,NULL,Christchurch,+12:00,-43.4894,172.532
10508,45,NULL,Chaoyang,+08:00,41.6017,120.405
10510,231,15,Chicago,-06:00,41.8744,-87.6394
10514,173,NULL,Chimbote,-05:00,-9.08333,-78.6
10516,231,46,Charlottesville,-05:00,38.1386,-78.4528
10518,84,NULL,Chania,+02:00,35.5317,24.1497
10520,231,41,Charleston,-05:00,32.8986,-80.0406
10521,158,NULL,Chatham Island,+12:45,-43.8119,176.465
10522,231,1,Chuathbaluk,-09:00,61.6667,-159.25
10525,170,NULL,Changuinola,-05:00,9.45861,-82.5169
10526,200,NULL,Choiseul Bay,+11:00,-6.71194,156.396
10528,231,5,Chico,-08:00,39.8,-121.85
10529,231,13,Cedar Rapids,-06:00,41.8847,-91.7108
10531,45,NULL,Chifeng,+08:00,42.2358,118.908
10533,45,NULL,Changzhi,+08:00,36.2475,113.126
10534,27,NULL,Cobija,-04:00,-11.0406,-68.7831
10535,231,1,Chalkyitsik,-09:00,66.65,-143.75
10540,243,NULL,Chipata,+02:00,-13.56,32.5875
10544,113,NULL,Shimkent,+06:00,42.3642,69.4789
10546,188,NULL,Canouan Island,-04:00,12.6992,-61.3425
10547,173,NULL,Chiclayo,-05:00,-6.7875,-79.8281
10549,31,78,Coari,-04:00,-4.08333,-63.1333
10550,173,NULL,Cajamarca,-05:00,-7.13917,-78.4894
10551,101,NULL,Coimbatore,+05:30,11.03,77.0433
10552,44,NULL,Calama,-04:00,-22.4981,-68.9036
10556,117,NULL,Cheongju,+09:00,36.7167,127.499
10557,167,NULL,Chitral,+05:00,35.8867,71.8006
10558,216,NULL,Chumphon,+07:00,10.493,99.18
10560,142,NULL,Ciudad Juarez,-07:00,31.6361,-106.429
10562,117,NULL,Jeju,+09:00,33.5047,126.493
10564,231,50,Clarksburg,-05:00,39.2967,-80.2281
10566,231,1,Crooked Creek,-09:00,61.8667,-158.133
10568,45,NULL,Chongqing,+08:00,29.7194,106.642
10569,182,NULL,Chokurdah,+12:00,70.6244,147.897
10577,31,115,Carajas,-03:00,-6.11778,-50.0036
10580,231,1,Chicken,-09:00,64.0833,-141.917
10581,91,NULL,Conakry,+00:00,9.57694,-13.6119
10582,223,NULL,Canakkale,+02:00,40.1378,26.4267
10586,231,36,Cleveland,-05:00,41.4167,-81.85
10590,181,NULL,Cluj-Napoca,+02:00,46.7853,23.6861
10591,231,44,College Station,-06:00,30.5886,-96.3639
10592,231,48,Port Angeles,-08:00,48.1333,-123.5
10594,48,NULL,Cali,-05:00,3.54333,-76.3817
10595,231,1,Clarks Point,-09:00,58.85,-158.5
10596,142,NULL,Colima,-06:00,19.2769,-103.577
10599,231,28,Charlotte,-05:00,35.2139,-80.9431
10603,74,NULL,Calvi,+01:00,42.5203,8.79306
10605,14,53,Cunnamulla,+10:00,-28.03,145.622
10606,205,NULL,Colombo,+05:30,6.93333,79.85
10609,142,NULL,Ciudad Del Carmen,-06:00,18.6536,-91.7989
10610,74,NULL,Chambery/Aix-les-Bains,+01:00,45.6392,5.88
10611,31,114,Corumba,-04:00,-19.0119,-57.6731
10612,231,36,Columbus,-05:00,40,-82.8833
10613,231,15,Champaign,-06:00,40.0392,-88.2781
10624,171,NULL,Kundiawa,+10:00,-5.98333,144.983
10626,56,NULL,Camaguey,-05:00,21.4203,-77.8475
10627,231,23,Hancock,-05:00,47.1683,-88.4892
10632,14,53,Coconut Island,+10:00,-10.05,143.067
10633,181,NULL,Constanta,+02:00,44.3622,28.4883
10636,231,31,Claremont,-05:00,43.3667,-72.3667
10638,14,53,Cloncurry,+10:00,-20.6686,140.504
10641,231,33,Carlsbad,-07:00,32.3375,-104.263
10644,85,NULL,Neerlerit Inaat,-01:00,70.7433,-22.6606
10645,11,64,Corrientes,-03:00,-27.4456,-58.7619
10647,14,53,Cairns (Port Douglas),+10:00,-16.8858,145.755
10651,216,NULL,Chiang Mai,+07:00,18.7714,98.9628
10652,231,45,Moab,-07:00,38.7667,-109.75
10657,231,51,Cody,-07:00,44.5167,-109.033
10661,231,10,Cocoa,-05:00,28.1333,-80.6333
10663,101,NULL,Kochi,+05:30,10.1519,76.4019
10664,230,NULL,Coll,+00:00,56.6167,-6.61667
10667,24,NULL,Cotonou,+01:00,6.35722,2.38444
10669,146,NULL,Choibalsan,+08:00,48.1356,114.646
10670,11,62,Cordoba,-03:00,-31.31,-64.2083
10671,231,6,Colorado Springs,-07:00,38.8167,-104.717
10673,231,25,Columbia,-06:00,38.8181,-92.2197
10679,124,NULL,Cape Palmas,+00:00,4.38333,-7.7
10681,11,120,San Martin de Los Andes,-03:00,-40.0753,-71.1372
10682,14,54,Coober Pedy,+09:30,-29.04,134.721
10683,142,NULL,Campeche,-06:00,19.8167,-90.5003
10686,59,NULL,Copenhagen,+01:00,55.6167,12.65
10691,44,NULL,Copiapo,-04:00,-27.2617,-70.7792
10692,31,97,Campinas,-03:00,-23,-47.1333
10693,231,51,Casper,-07:00,42.9081,-106.464
10694,202,NULL,Cape Town,+02:00,-33.9647,18.6017
10696,31,87,Campina Grande,-03:00,-7.27,-35.8964
10697,178,NULL,Culebra,-04:00,18.3167,-65.3
10699,103,NULL,Shahre-Kord,+03:30,32.2972,50.8422
10700,74,NULL,Calais,+01:00,50.9667,1.95
10704,181,NULL,Craiova,+02:00,44.3181,23.8886
10706,48,NULL,Cartago,-05:00,4.76667,-75.9333
10707,11,61,Comodoro Rivadavia,-03:00,-45.7853,-67.4656
10710,17,NULL,Crooked Island,-05:00,22.7456,-74.1822
10712,174,NULL,Catarman,+08:00,12.5025,124.636
10715,231,44,Corpus Christi,-06:00,27.7667,-97.5
10720,246,NULL,Carriacou,-04:00,12.4667,-61.4667
10721,108,NULL,Crotone,+01:00,38.9967,17.0792
10722,231,50,Charleston,-05:00,38.3731,-81.5931
10726,230,NULL,Colonsay Island,+00:00,56.0667,-6.21667
10732,231,11,Columbus,-05:00,32.5167,-84.95
10733,182,NULL,Solovetsky,+04:00,65.0294,35.7333
10737,231,5,San Luis Obispo,-08:00,35.2333,-120.633
10738,231,37,Clinton,-06:00,35.5167,-98.9833
10749,45,NULL,Changsha,+08:00,28.1833,113.217
10750,182,NULL,Cheboksary,+04:00,56.0903,47.3472
10752,108,NULL,Catania,+01:00,37.4667,15.0639
10754,11,117,Catamarca,-03:00,-28.5931,-65.7511
10755,170,NULL,Chitre,-05:00,7.98778,-80.4097
10756,170,NULL,Carti,-05:00,9.31667,-79.1
10758,48,NULL,Cartagena,-05:00,10.4425,-75.5131
10762,14,53,Charleville,+10:00,-26.4133,146.262
10763,142,NULL,Chetumal,-06:00,18.5047,-88.3269
10764,14,53,Cooktown,+10:00,-15.4447,145.184
10770,45,NULL,Chengdu,+08:00,30.5786,103.947
10776,48,NULL,Cucuta,-05:00,7.9275,-72.5117
10778,63,NULL,Cuenca,-05:00,-2.88944,-78.9844
10779,108,NULL,Cuneo,+01:00,44.5475,7.62306
10785,142,NULL,Culiacan,-07:00,24.7644,-107.475
10786,236,NULL,Cumana,-04:30,10.4503,-64.1306
10787,142,NULL,Cancun,-06:00,21.0367,-86.8772
10790,14,53,Coen,+10:00,-13.7608,143.114
10791,156,NULL,Curacao,-04:00,12.1889,-68.9597
10794,142,NULL,Chihuahua,-07:00,28.7028,-105.964
10798,173,NULL,Cuzco,-05:00,-13.5358,-71.9389
10803,231,36,Cincinnati,-05:00,39.15,-84.45
10808,142,NULL,Ciudad Victoria,-06:00,23.7033,-98.9564
10809,231,33,Clovis,-07:00,34.4167,-103.083
10811,14,57,Carnarvon,+08:00,-24.8806,113.672
10814,177,NULL,Corvo Island,-01:00,39.7,-31.1
10815,31,90,Curitiba,-03:00,-25.4,-49.25
10816,228,NULL,Chernovtsy,+02:00,48.2594,25.9808
10819,230,NULL,Cardiff,+00:00,51.3967,-3.34333
10826,19,NULL,Cox's Bazar,+06:00,21.4522,91.9639
10830,31,95,Caxias Do Sul,-03:00,-29.1969,-51.1875
10839,41,NULL,Cayman Brac,-05:00,19.6869,-79.8828
10843,213,NULL,Chiayi,+08:00,23.4617,120.393
10845,56,NULL,Cayo Largo del Sur,-05:00,21.6164,-81.5461
10846,174,NULL,Calbayog,+08:00,12.0728,124.545
10848,231,51,Cheyenne,-07:00,41.15,-104.8
10851,182,NULL,Cherskiy,+12:00,68.7417,161.337
10852,174,NULL,Cauayan,+08:00,16.9167,121.75
10856,236,NULL,Coro,-04:30,11.415,-69.6817
10859,170,NULL,Corazon de Jesus,-05:00,9.01667,-77.9833
10861,4,NULL,Constantine,+01:00,36.2761,6.62028
10862,142,NULL,Cozumel,-06:00,20.5225,-86.9256
10866,31,77,Cruzeiro Do Sul,-04:00,-7.6,-72.7694
10868,48,NULL,Corozal,-05:00,9.33278,-75.2856
10870,45,NULL,Changzhou,+08:00,31.9194,119.778
10874,231,10,Daytona Beach,-05:00,29.18,-81.0581
10875,19,NULL,Dhaka (Dacca),+06:00,23.8433,90.3978
10876,237,NULL,Da Nang,+07:00,16.0439,108.199
10884,212,NULL,Damascus,+02:00,33.4106,36.5142
10888,215,NULL,Dar es Salaam,+03:00,-6.87806,39.2025
10890,45,NULL,Datong,+08:00,39.7189,113.146
10891,171,NULL,Daru,+10:00,-9.08667,143.208
10892,170,NULL,David,-05:00,8.39111,-82.435
10893,45,NULL,Dazhou,+08:00,31.1319,107.431
10894,231,36,Dayton,-05:00,39.75,-84.1833
10896,167,NULL,Dalbandin,+05:00,28.8686,64.4006
10901,14,52,Dubbo,+10:00,-32.2167,148.575
10903,231,13,Dubuque,-06:00,42.4019,-90.7094
10906,205,NULL,Dambula,+05:30,7.86583,80.6272
10907,55,NULL,Dubrovnik,+01:00,42.5614,18.2683
10911,74,NULL,Castres,+01:00,43.555,2.29056
10915,231,17,Dodge City,-06:00,37.7633,-99.9656
10916,45,NULL,Dandong,+08:00,40.0256,124.287
10921,167,NULL,Dera Ghazi Khan,+05:00,29.9606,70.4853
10922,99,NULL,Debrecen,+01:00,47.4889,21.6153
10923,231,15,Decatur,-06:00,39.8344,-88.8656
10924,101,NULL,Dehra Dun,+05:30,30.1897,78.1803
10928,101,NULL,New Delhi,+05:30,28.5664,77.1031
10930,231,6,Denver,-07:00,39.8639,-104.667
10935,212,NULL,Deirezzor,+02:00,35.2833,40.1667
10938,231,44,Dallas/Fort Worth,-06:00,32.7667,-96.7833
10943,14,52,Mudgee,+10:00,-32.5667,149.617
10949,142,NULL,Durango,-06:00,24.1242,-104.528
10952,174,NULL,Dumaguete,+08:00,9.33361,123.301
10956,154,NULL,Dhangarhi,+05:45,28.25,80.675
10958,101,NULL,Dharamsala,+05:30,32.3,76.2667
10959,231,2,Dothan,-06:00,31.3214,-85.4497
10962,101,NULL,Dibrugarh,+05:30,27.4833,95.0167
10964,131,NULL,Antsiranana,+03:00,-12.3494,49.2917
10965,45,NULL,Diqing,+08:00,27.7917,99.6781
10966,74,NULL,Dijon,+01:00,47.2658,5.76167
10967,231,29,Dickinson,-07:00,46.8,-102.8
10968,217,NULL,Dili,+09:00,-8.54667,125.525
10970,237,NULL,Dien Bien Phu,+07:00,21.3975,103.008
10971,231,1,Diomede Island,-09:00,65.75,-168.95
10974,69,NULL,Dire Dawa,+03:00,9.62472,41.8542
10976,101,NULL,Diu,+05:30,20.7167,70.9167
10978,205,NULL,Dickwella,+05:30,5.99083,80.7333
10979,223,NULL,Diyarbakir,+02:00,37.8939,40.2011
10981,102,NULL,Jambi,+07:00,-1.63806,103.644
10982,222,NULL,Djerba,+01:00,33.875,10.7756
10983,4,NULL,Djanet,+01:00,24.2928,9.4525
10984,102,NULL,Jayapura,+09:00,-2.57694,140.516
10991,193,NULL,Dakar,+00:00,14.7397,-17.4903
10994,38,NULL,Douala,+01:00,4.00611,9.71944
10996,45,NULL,Dalian,+08:00,38.9656,121.539
10999,231,1,Dillingham,-09:00,59.0447,-158.506
11000,231,24,Duluth/Superior,-06:00,46.8333,-92.1833
11001,237,NULL,Dalat,+07:00,11.75,108.367
11004,223,NULL,Dalaman,+02:00,36.7131,28.7925
11009,45,NULL,Dali,+08:00,25.6503,100.319
11011,235,NULL,Dillons Bay,+11:00,-18.7667,168.983
11012,146,NULL,Dalanzadgad,+08:00,43.5917,104.43
11014,14,53,Doomadgee Mission,+10:00,-17.9403,138.822
11015,192,NULL,Dammam,+03:00,26.4711,49.7978
11020,101,NULL,Dimapur,+05:30,25.8833,93.7667
11023,230,NULL,Dundee,+00:00,56.4522,-3.02556
11026,45,NULL,Dunhuang,+08:00,40.0922,94.6817
11028,228,NULL,Dnepropetrovsk,+02:00,48.3572,35.1006
11030,231,11,Dalton,-05:00,34.7167,-84.8667
11034,74,NULL,Dinard/St-Malo,+01:00,48.5878,-2.08
11039,223,NULL,Denizli,+02:00,37.7856,29.7014
11043,215,NULL,Dodoma,+03:00,-6.18333,35.75
11047,179,NULL,Doha,+03:00,25.2611,51.565
11049,228,NULL,Donetsk,+02:00,48.0736,37.7397
11050,74,NULL,Deauville,+01:00,49.3633,0.16
11051,61,NULL,Dominica,-04:00,15.5333,-61.3
11054,154,NULL,Dolpa,+05:45,28.975,82.8167
11057,31,114,Dourados,-04:00,-22.2,-54.8667
11060,45,NULL,Dongying,+08:00,37.5078,118.789
11064,174,NULL,Dipolog,+08:00,8.60139,123.334
11065,14,55,Devonport,+10:00,-41.1697,146.43
11066,102,NULL,Denpasar Bali,+08:00,-8.74806,115.167
11074,231,1,Deering,-09:00,66.0694,-162.766
11080,231,6,Durango,-07:00,37.15,-107.75
11082,81,NULL,Dresden,+01:00,51.1344,13.7681
11083,231,44,Del Rio,-06:00,29.3667,-100.917
11085,14,59,Darwin,+09:30,-12.3833,130.733
11087,230,NULL,Doncaster,+00:00,53.4753,-1.00389
11093,167,NULL,Dera Ismail Khan,+05:00,31.9094,70.8967
11095,231,13,Des Moines,-06:00,41.5339,-93.6631
11096,45,NULL,Dongsheng,+08:00,39.8294,109.976
11103,81,NULL,Dortmund,+01:00,51.5183,7.61222
11105,231,23,Detroit,-05:00,42.3333,-83.05
11107,105,NULL,Dublin,+00:00,53.4214,-6.27
11109,158,NULL,Dunedin,+12:00,-45.9292,170.197
11110,7,NULL,Dundo,+01:00,-7.4,20.8167
11112,231,4,Douglas,-07:00,31.4667,-109.6
11113,231,39,Dubois,-05:00,41.1783,-78.8986
11117,39,100,Duncan,-08:00,48.7833,-123.7
11118,202,NULL,Durban,+02:00,-29.9667,30.95
11119,81,NULL,Duesseldorf,+01:00,51.2167,6.76667
11120,231,1,Dutch Harbor,-09:00,53.8333,-166.544
11123,231,29,Devils Lake,-06:00,48.1167,-98.9
11125,174,NULL,Davao,+08:00,7.12528,125.646
11129,131,NULL,Soalala,+03:00,-16.1,45.3667
11130,192,NULL,Dawadmi,+03:00,24.45,44.1211
11132,229,NULL,Dubai,+04:00,25.2528,55.3639
11136,45,NULL,Zhangjiajie,+08:00,29.1028,110.446
11139,182,NULL,Anadyr,+12:00,64.735,177.741
11140,214,NULL,Dushanbe,+05:00,38.5433,68.825
11142,141,NULL,Dzaoudzi,+03:00,-12.8067,45.2806
11144,113,NULL,Zhezkazgan,+06:00,47.71,67.7403
11147,231,1,Eagle,-09:00,64.7764,-141.151
11149,235,NULL,Emae,+11:00,-17.1,168.333
11150,137,NULL,Kwajalein Atoll,+12:00,9.33306,166.835
11151,192,NULL,Najran,+03:00,17.6114,44.4192
11153,211,NULL,Basel/Mulhouse,+01:00,47.6028,7.53333
11154,231,30,Kearney,-06:00,40.7333,-99.0167
11155,204,NULL,San Sebastian,+01:00,43.3564,-1.79056
11156,231,48,Wenatchee,-08:00,47.4,-120.2
11157,231,49,Eau Claire,-06:00,44.8658,-91.4842
11158,108,NULL,Elba Island,+01:00,42.7617,10.2397
11159,227,NULL,Entebbe/Kampala,+03:00,0.0425,32.4436
11160,206,NULL,El Obeid,+03:00,13.1528,30.2328
11162,59,NULL,Esbjerg,+01:00,55.5,8.48333
11167,74,NULL,St-Etienne,+01:00,45.5342,4.29722
11172,57,NULL,Ercan,+02:00,35.1597,33.4883
11176,231,1,Edna Bay,-09:00,55.95,-133.667
11181,230,NULL,Edinburgh,+00:00,55.95,-3.3725
11183,114,NULL,Eldoret,+03:00,0.404722,35.2389
11185,223,NULL,Edremit/Korfez,+02:00,39.5547,27.0139
11187,14,53,Edward River,+10:00,-14.9,141.617
11190,231,1,Eek,-09:00,60.2167,-162.017
11193,171,NULL,Efogi,+10:00,-9.15,147.667
11195,84,NULL,Kefallinia,+02:00,38.12,20.5006
11199,74,NULL,Bergerac,+01:00,44.8244,0.520556
11200,231,6,Vail,-07:00,39.6333,-106.917
11202,200,NULL,Sege,+11:00,-8.57861,157.876
11203,206,NULL,Geneina,+03:00,13.4836,22.4725
11204,182,NULL,Belgorod,+04:00,50.6439,36.59
11206,100,NULL,Egilsstadir,+00:00,65.2833,-14.4014
11207,231,49,Eagle River,-06:00,45.9333,-89.2667
11208,231,1,Egegik,-09:00,58.1856,-157.376
11213,81,NULL,Eisenach,+01:00,50.9928,10.4728
11214,182,NULL,Eniseysk,+08:00,58.4667,92.1167
11216,155,NULL,Eindhoven,+01:00,51.45,5.38333
11217,238,NULL,Beef Island,-04:00,18.4447,-64.5431
11219,48,NULL,Barrancabermeja,-05:00,7.02444,-73.8067
11220,192,NULL,Wedjh,+03:00,26.1986,36.4764
11228,231,34,Elko,-08:00,40.825,-115.792
11233,14,59,Elcho Island,+09:30,-12.0194,135.571
11234,231,3,El Dorado,-06:00,33.2211,-92.8133
11236,206,NULL,El Fasher,+03:00,13.615,25.3247
11237,4,NULL,El Golea,+01:00,30.5714,2.85972
11238,17,NULL,North Eleuthera,-05:00,25.475,-76.6836
11239,231,1,Elim,-09:00,64.6167,-162.267
11243,231,35,Elmira/Corning,-05:00,42.16,-76.8917
11246,231,44,El Paso,-07:00,31.8,-106.383
11247,192,NULL,Buraydah,+03:00,26.3028,43.7739
11249,202,NULL,East London,+02:00,-33.0356,27.8258
11251,4,NULL,El Oued,+01:00,33.5114,6.77667
11252,231,1,Elfin Cove,-09:00,58.1953,-136.348
11255,231,34,Ely,-08:00,39.3,-114.85
11257,14,53,Emerald,+10:00,-23.5675,148.179
11261,231,1,Emmonak,-09:00,62.7861,-164.491
11262,211,NULL,Emmen,+01:00,47.0922,8.30472
11271,231,1,Kenai,-09:00,60.5731,-151.245
11273,102,NULL,Ende,+08:00,-8.84917,121.661
11274,73,NULL,Enontekio,+02:00,68.3625,23.4244
11275,45,NULL,Enshi,+08:00,30.3211,109.485
11283,155,NULL,Enschede,+01:00,52.2833,6.88333
11285,161,NULL,Enugu,+01:00,6.47417,7.56194
11287,231,49,Kenosha,-06:00,42.5958,-87.9278
11288,45,NULL,Yan'an,+08:00,36.6367,109.553
11289,230,NULL,Eday,+00:00,59.1906,-2.77222
11301,14,57,Esperance,+08:00,-33.6844,121.823
11304,68,NULL,Parnu,+02:00,58.4189,24.8061
11305,11,61,Esquel,-03:00,-42.9039,-71.1356
11308,223,NULL,Erzincan,+02:00,39.7103,39.5269
11311,81,NULL,Erfurt,+01:00,50.9797,10.9581
11312,149,NULL,Errachidia,+00:00,31.9475,-4.39833
11313,231,39,Erie,-05:00,42.0819,-80.1761
11314,31,95,Erechim,-03:00,-27.5833,-52.0167
11315,31,78,Eirunepe,-04:00,-6.66667,-69.8333
11321,223,NULL,Erzurum,+02:00,39.9564,41.1703
11323,231,23,Escanaba,-05:00,45.7167,-87.0833
11324,231,48,Eastsound,-08:00,48.7167,-122.817
11330,63,NULL,Esmeraldas,-05:00,0.978611,-79.6267
11334,44,NULL,El Salvador,-04:00,-26.3083,-69.7517
11335,81,NULL,Essen,+01:00,51.4022,6.93722
11337,149,NULL,Essaouira,+00:00,31.3975,-9.68167
11342,107,NULL,Elat,+02:00,29.5614,34.96
11345,74,NULL,Metz/Nancy,+01:00,48.9667,6.23333
11350,231,38,Eugene,-08:00,44.1247,-123.212
11351,81,NULL,Neumunster,+01:00,54.1667,9.98333
11352,149,NULL,Laayoune,+00:00,27.1517,-13.2192
11355,156,NULL,St Eustatius,-04:00,17.4964,-62.9794
11358,165,NULL,Harstad-Narvik,+01:00,68.4914,16.6781
11359,210,NULL,Sveg,+01:00,62.0478,14.4231
11362,12,NULL,Yerevan,+04:00,40.1472,44.3958
11363,231,16,Evansville,-06:00,38.0369,-87.5325
11366,231,20,New Bedford,-05:00,41.6761,-70.9569
11367,231,1,Wildman Lake,-09:00,56.4564,-159.762
11371,231,28,New Bern,-05:00,35.0731,-77.0431
11374,231,1,Excursion Inlet,-09:00,58.4167,-135.433
11376,230,NULL,Exeter,+00:00,50.7344,-3.41389
11378,48,NULL,El Yopal,-05:00,5.31917,-72.3839
11381,231,10,Key West,-05:00,24.55,-81.7667
11382,223,NULL,Elazig,+02:00,38.6069,39.2914
11385,76,NULL,Faaite,-10:00,-16.6833,-145.333
11386,71,NULL,Faroe Islands,+00:00,62.0636,-7.27722
11389,1,NULL,Farah,+04:30,32.3667,62.1667
11390,231,1,Fairbanks,-09:00,64.8167,-147.867
11396,177,NULL,Faro,+00:00,37.0144,-7.96583
11398,231,29,Fargo,-06:00,46.9206,-96.8158
11400,231,5,Fresno,-08:00,36.7667,-119.717
11401,76,NULL,Fakarava,-10:00,-16.0542,-145.657
11402,231,28,Fayetteville,-05:00,35,-78.8833
11408,51,NULL,Lubumbashi,+02:00,-11.5914,27.5308
11411,231,27,Kalispell,-07:00,48.3106,-114.256
11415,165,NULL,Forde,+01:00,61.385,5.7525
11416,138,NULL,Fort de France,-04:00,14.5911,-61.0031
11417,81,NULL,Friedrichshafen,+01:00,47.6714,9.51139
11425,234,NULL,Fergana,+05:00,40.3614,71.7447
11429,31,84,Fernando De Noronha,-02:00,-3.855,-32.4233
11434,149,NULL,Fes,+00:00,33.9272,-4.97806
11444,76,NULL,Fangatau,-10:00,-15,-142
11446,76,NULL,Fakahina,-10:00,-16,-140
11450,91,NULL,Fria,+00:00,10.35,-13.5667
11451,51,NULL,Kinshasa,+01:00,-4.3,15.3
11457,229,NULL,Al-Fujairah,+04:00,25.1122,56.3239
11458,81,NULL,Karlsruhe/Baden-Baden,+01:00,49,8.4
11460,51,NULL,Kisangani,+02:00,0.481667,25.3381
11462,231,39,Franklin,-05:00,41.3833,-79.8667
11464,102,NULL,Fak Fak,+09:00,-2.92028,132.267
